"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"","","","1837;Lacrimoconchal suture","1603","Lacrimoconchal suture","","Sutura lacrimoconchalis","","Suture lacrymoconchale","","Sutura lacrimoconchal","","Sutura lacrimoconchal","","Sutura lacrimoconcale","Szew ?zowo-ma??owinowy","??? ???? -?????","Lacrimoconchale naht","lakrimokonkal s?t?r","?????????????? ????","????"
"","","","","1604","Intermaxillary suture","","Sutura intermaxillaris","","Suture intermaxillaire","","Sutura intermaxilar","","Sutura intermaxilar","","Sutura intermascellare","Szew mi?dzyszcz?kowy","??? ??? ?????? ? ????","Intermaxill?re naht","intermaksiller s?t?r","????????????? ????","????"
"","","","","1605","(Incisive suture)","","(Sutura incisiva)","","(Suture incisive)","","(Sutura incisiva)","","(Sutura incisiva)","","(Sutura incisiva)","Szew przysieczny","??? ?????","(Inzisive naht)","(kesici diki?)","(????????? ????)","(????)"
"","","","1842;Palatomaxillary suture","1606","Palatomaxillary suture","","Sutura palatomaxillaris","","Suture palatomaxillaire","","Sutura palatomaxilar","","Sutura palatomaxilar","","Sutura palatomascellare","Szew podniebienno-szcz?kowy","??? ????- ?????? ??????","Palatomaxill?re naht","Palatomaksiller s?t?r","??????????????? ????","????"
"","","","","1607","Palato-ethmoidal suture","","Sutura palatoethmoidea","%Sutura palatoethmoidalis","Suture palato-ethmo?dale","","Sutura palato-etmoidal","","Sutura palatoetmoidal","","Sutura palato-etmoidale","Szew podniebienno-sitowy","???????- ???????","Palato-ethmoidales nahtmaterial","Palato-etmoid s?t?r","??????-??????? ????","???"
"","","","1845;Median palatine suture","1608","Median palatine suture","","Sutura palatina mediana","%Sutura mediana palati","Suture palatine m?diane","","Sutura palatina mediana","","Sutura palatina mediana","","Sutura palatina mediana","Szew podniebienny po?rodkowy","??? ???? ?????","Mittlere gaumennaht","Medyan damak s?t?r","?????? ???????? ????","?????"
"","","","1846;Transverse palatine suture","1609","Transverse palatine suture","","Sutura palatina transversa","%Sutura transversa palati","Suture palatine transverse","","Sutura palatina transversa","","Sutura palatina transversa","","Sutura palatina trasversa","Szew podniebienny poprzeczny","??? ???? ????","Transversale gaumennaht","Enine damak s?t?r","??????????? ???????? ???? ","???"
"","","","","1610","Dento-alveolar syndesmosis","%Tooth socket joint","Syndesmosis dentoalveolaris","%Gomphosis","Syndesmose dento-alv?olaire","","Sindesmosis dento-alveolar","","Sindesmose dento-alveolar","","Sindesmosi dento-alveolare","Po??czenie z?bowo-z?bodo?owe","?????? ?? ???? ??????- ?????? ???","Dento-alveol?re syndesmose","Dento-alveolar sindesmoz","?????-???????? ???????????","?????"
"","","","","1611","Periodontal ligament","","Ligamentum periodentale","%Desmodontium%Periodontal membrane","Ligament p?riodontal","","Ligamento periodontal","","Ligamento periodontal","","Legamento parodontale","Wi?zad?o oz?bnowe","?????? ??????? ??????","Desmodont","periodontal ba?","????-??????? ?????????","???"
"","","","2845;Cement","1612","Cement","","Cementum","%Caementum%Substantia ossea","C?ment","","Cemento","","Cimento","","Cemento","Kostniwo","???? ??????","Zement","?imento","??????","??"
"","","","","1613","Cranial cartilaginous joints","","Juncturae cartilagineae cranii","","Articulations cartilagineuses cr?niennes","","Articulaciones cartilaginosas craneales","","Articula??es cartilaginosas cranianas","","Articolazioni cartilaginee del cranio","Po??czenia chrz?stne czaszki","????????? ?????? ???? ???","Kraniale knorpelgelenke","Kranial k?k?rdak eklemler","???????? ???????????? ????","??????"
"","","","","1614","Cranial synchondroses","","Synchondroses cranii","%Synchondroses craniales","Synchondroses cr?niennes","","Sincondrosis craneales","","Sincondroses cranianas","","Sincondrosi craniche","Chrz?stkozrosty czaszki","?????? ??? ?? ????? ???? ???","Craniale synchondrosen","kraniyal senkondrozlar","???????? ??????????????","????"
"","","","1848;Spheno-occipital synchondrosis","1615","Spheno-occipital synchondrosis","","Synchondrosis sphenooccipitalis","%Fissura sphenooccipitalis","Synchondrose sph?no-occipitale","","Sincondrosis esfeno-occipital","","Sincondrose esfeno-occipital","","Sincondrosi sfeno-occipitale","Chrz?stkozrost klinowo potyliczny","?????? ?? ????? ?? ??? ??- ?? ???","Spheno-okzipitale synchondrose","Sfeno-oksipital senkondroz","??????-????????? ?????????????","??????"
"","","","1849;Sphenopetrosal synchondrosis","1616","Sphenopetrosal synchondrosis","","Synchondrosis sphenopetrosa","","Synchondrose sph?nop?treuse","","Sincondrosis esfenopetrosal","","Sincondrose esfenopetrosa","","Sincondrosi sfenopetrosa","Chrz?stkozrost klinowo-skalisty","?????? ?? ????? ?? ??? ??- ???? ??","Sphenopetrosale synchondrose","Sfenopetrosal senkondroz","?????????????? ?????????????","???????"
"","","","1850;Petro-occipital synchondrosis","1617","Petro-occipital synchondrosis","","Synchondrosis petrooccipitalis","","Synchondrose p?tro-occipitale","","Sincondrosis petro-occipital","","Sincondrose petro-occipital","","Sincondrosi petro-occipitale","Chrz?stkozrost skalisto-potyliczny","?????? ?? ????? ???? ??-?? ???","Petro-okzipitale synchondrose","Petro-oksipital senkondroz","??????-?????????? ?????????????","??????"
"","","","","1618","(Posterior intra-occipital synchondrosis)","","(Synchondrosis intraoccipitalis posterior)","%Synchondrosis squamolateralis ossis occipitalis","(Synchondrose intraoccipitale post?rieure)","","(Sincondrosis intraoccipital posterior)","","(Sincondrose intra-occipital posterior)","","(Sincrondrosi intra-occipitale posteriore)","Chrz?stkozrost ?r?dpotyliczny tylny","?????? ?? ????? ???? ?? ??? ???","(Posteriore intraokzipitale synchondrose)","(Arka intraoksipital senkondroz)","(?????????? ??????-????????? ?????????????)","(?????????"
"","","","","1619","(Anterior intra-occipital synchondrosis)","","(Synchondrosis intraoccipitalis anterior)","%Synchondrosis basilateralis ossis occipitalis","(Synchondrose intraoccipitale ant?rieure)","","(Sincondrosis intraoccipital anterior)","","(Sincondrose intra-occipital anterior)","","(Sincrondrosi intra-occipitale anteriore)","Chrz?stkozrost ?r?dpotyliczny przedni","?????? ?? ????? ???? ?? ??? ????","(Vordere intraokzipitale synchondrose)","(Anterior intraoksipital senkondroz)","(????????? ??????-????????? ?????????????)","(?????????"
"","","","","1620","Spheno-ethmoidal synchondrosis","","Synchondrosis sphenoethmoidea","%Synchondrosis sphenoethmoidalis","Synchondrose sph?no-ethmo?dale","","Sincondrosis esfeno-etmoidal","","Sincondrose esfenoetmoidal","","Sincondrosi sfeno-etmoidale","Chrz?stkozrost klinowo-sitowy","?????? ?? ????? ?? ??? ??- ???????","Spheno-ethmoidale synchondrose","Sfeno-etmoid senkondroz","??????-??????? ?????????????","??????"
"","","","","1621","Cranial synovial joints","","Articulationes synoviales craniales","%Juncturae synoviales cranii","Articulations synoviales cr?nienne","","Articulaciones craneales","","Articula??es sinoviais cranianas","","Articolazioni mobili del cranio","Stawy czaszki","?????? ??? ???? ???? ???","Kraniale synovialgelenke","Kranial sinovyal eklemler","???????? ????????? ????","?????"
"","x","x","1854;Temporomandibular joint","1622","Temporomandibular joint","","Articulatio temporomandibularis","%Articulatio mandibularis%Articulus mandibularis","Articulation temporomandibulaire","","Articulaci?n temporomandibular","","Articula??o temporomandibular","","Articolazione temporo-mandibolare","Staw skroniowo-?uchwowy","?????? ???????- ?????? ??????","Kiefergelenk","Temporomandibular eklem","???????-????????? ????","?????"
"x","","x","","1623","Articular disc of temporomandibular joint","","Discus articulationis temporomandibularis","%Discus articularis temporomandibularis","Disque articulaire de l'articulation temporomandibulaire","","Disco articular de la articulaci?n temporomandibular","","Disco articular da articula??o temporomandibular","","Disco articolare dell'articolazione temporomandibolare","Kr??ek stawowy stawu skroniowo-?uchwowego","???? ?????? ???????-?????? ??????","Gelenkscheibe des kiefergelenks","Temporomandibular eklemin eklem diski","????????????????? ???? ?? ????????? ?????","??????"
"x","","x","1859;Lateral temporomandibular ligament","1624","Lateral temporomandibular ligament","","Ligamentum temporomandibulare laterale","%Ligamentum laterale articulationis temporomandibularis%Ligamentum temporomandibulare","Ligament temporomandibulaire lat?ral","","Ligamento temporomandibular lateral","","Ligamento temporomandibular lateral","","Legamento temporomandibolare laterale","Wi?zad?o skroniowo-?uchwowe boczne","?????? ???????- ?????? ?????? ??????","Laterales temporomandibul?res ligament","Yanal temporomandibular ba?","????? ????????????????? ????????","???????"
"","","","","1625","Medial temporomandibular ligament","","Ligamentum temporomandibulare mediale","%Ligamentum mediale articulationis temporomandibularis","Ligament temporomandibulaire m?dial","","Ligamento temporomandibular medial","","Ligamento temporomandibular medial","","Legamento temporomandibolare mediale","Wi?zad?o skroniowo-?uchwowe przy?rodkowe","?????? ???????- ?????? ?????? ?????","Mediales temporomandibul?res ligament","Medial temporomandibular ba?","?????? ????????????????? ????????","???????"
"","","","","1626","Superior synovial membrane of temporomandibular joint","","Membrana synovialis sup. articulationis temporomandibularis","","Membrane synoviale sup. de l'art. temporomandibulaire","","Membrana sinovial superior de la art. temporomandibular","","Membrana sinovial superior da articula??o temporomandibular","","Membrana sinoviale sup. dell'articolazione temporomandibolare","B?ona maziowa g?rna stawu skroniowo-?uchwowego","???? ???? ?????? ?????? ??????? -?????? ??????","Obere synovialmembran des kiefergelenks","Temporomandibular eklemin ?st?n sinoviyal zar?","????????????????? ???? ?? ???????? ????????? ?????????","????????"
"","","","","1627","Inferior synovial membrane of temporomandibular joint","","Membrana synovialis inf. articulationis temporomandibularis","","Membrane synoviale inf. de l'art. temporomandibulaire","","Membrana sinovial inferior de la art. temporomandibular","","Membrana sinovial inferior da articula??o temporomandibular","","Membrana sinoviale inf. dell'articolazione temporomandibolare","B?ona maziowa dolna stawu skroniowo-?uchwowego","???? ???? ?????? ?????? ??????? -?????? ??????","Untere synovialmembran des kiefergelenks","Temporomandibular eklemin alt sinoviyal zar?","????????????????? ???? ?? ????????? ?????????","????????"
"","","","","1628","Superior cavity of temporomandibular joint","","Cavitas superior articulationis temporomandibularis","%Cavitas articularis superior","Cavit? sup?rieure de l'articulation temporomandibulaire","","Cavidad superior de la articulaci?n temporomandibular","","Cavidade superior da articula??o temporomandibular","","Cavit? superiore dell'articolazione temporomandibolare","G?rna jama stawu skroniowo-?uchwowego","????? ?????? ?????? ??????? -?????? ? ??????","Obere kieferh?hle des kiefergelenks","Temporomandibular eklemin ?st bo?lu?u","????????????????? ???? ?? ???????? ??????","???????"
"","","","","1629","Inferior cavity of temporomandibular joint","","Cavitas inferior articulationis temporomandibularis","%Cavitas articularis inferior","Cavit? inf?rieure de l'articulation temporomandibulaire","","Cavidad inferior de la articulaci?n temporomandibular","","Cavidade inferior da articula??o temporomandibular","","Cavit? inferiore dell'articolazione temporomandibolare","Dolna jama stawu skroniowo-?uchwowego","????? ?????? ?????? ??????? -?????? ? ??????","Unterer hohlraum des kiefergelenks","Temporomandibular eklemin alt bo?lu?u","????????????????? ???? ?? ????????? ??????","???????"
"","","","1885;Atlanto-occipital joint","1630","Atlanto-occipital joint","","Articulatio atlantooccipitalis","","Articulation atlanto-occipitale","","Articulaci?n atlanto-occipital","","Articula??o atlanto-occipital","","Articolazione atlanto-occipitale","Staw szczytowo-potyliczny","?????? ????? -?? ???","Atlanto-occipital-gelenk","Atlanto-oksipital eklem","??????? - ?????????? ??????","????"
"","","","","1631","Anterior atlanto-occipital membrane","","Membrana atlantooccipitalis anterior","%Membrana atlantooccipitalis ventralis","Membrane atlanto-occipitale ant?rieure","","Membrana atlanto-occipital anterior","","Membrana atlanto-occipital anterior","","Membrana atlanto-occipitale anteriore","B?ona szczytowo-potyliczna przednia","???? ?????- ?? ??? ????","Vordere atlanto-okzipitale membran","?n atlanto-oksipital membran","????????? ???????-?????????? ?????????","????"
"","","x","","1632","(Anterior atlanto-occipital ligament)","","(Ligamentum atlantooccipitale anterius)","","(Ligament atlanto-occipital ant?rieur)","","(Ligamento atlanto-occipital anterior)","","(Ligamento atlanto-occipital anterior)","","(Legamento atlanto-occipitale anteriore)","Wi?zad?o szczytowo-potyliczne przednie","?????? ?????- ?? ??? ????","(Vorderes atlanto-okzipitales ligament)","(?n atlanto-oksipital ba?)","(????????? ???????-?????????? ????????)","(??????"
"","","","","1633","Posterior atlanto-occipital membrane","","Membrana atlantooccipitalis posterior","%Membrana atlantooccipitalis dorsalis","Membrane atlanto-occipitale post?rieure","","Membrana atlanto-occipital posterior","","Membrana atlanto-occipital posterior","","Membrana atlanto-occipitale posteriore","B?ona szczytowo-potyliczna tylna","???? ?????- ?? ??? ???","Hintere atlanto-okzipitale membran","Arka atlanto-oksipital zar","?????????? ???????-?????????? ?????????","????"
"","","","","1634","Lateral atlanto-occipital ligament","","Ligamentum atlantooccipitale laterale","","Ligament atlanto-occipital lat?ral","","Ligamento atlanto-occipital lateral","","Ligamento atlanto-occipito lateral","","Legamento atlanto-occipitale laterale","Wi?zad?a szczytowo-potyliczne boczne","?????? ?????- ?? ??? ??????","Laterales atlanto-okzipitales ligament","Yanal atlanto-oksipital ba?","????? ???????-?????????? ????????","??????"
"","","","","1635","Joints of auditory ossicles (part of skeletal system)","","Juncturae ossiculorum auditus (part of skeletal system)","%Juncturae ossiculorum auditorium%Juncturae ossiculorum auditivorum","Articulations-osselets de l'ou?e (syst?me squelettique)","","Art. de los os?culos ac?sticos (Sistema esquel?tico)","","Articula??es dos oss?culos auditivos (sistema esquel?tico)","","Articolazioni degli ossicini uditivi (sistema scheletrico)","Po??czenia kosteczek s?uchowych (cz??? uk?adu kostnego)","?????? ??? ????????? ??? ??????(??? ?????? ????????)","Gelenke der geh?rkn?chelchen (teil des skelettsystems)","??itsel kemik?iklerin eklemleri (iskelet sisteminin par?as?)","??????? ????????? ?? ???? (????? ??????? ?? ??????)","?????? (part of skeletal system)"
"","","","","1636","Fibrous joints of auditory assicles","","Juncturae fibrosae ossiculorum auditus","%Juncturae fibrosae ossiculorum auditorium%Juncturae fibrosae ossiculorum auditivorum","Articulations fibreuses des osselets de l'ou?e","","Articulaciones fibrosas de los os?culos ac?sticos","","Articula??es fibrosas dos m?sculos auditivos","","Articolazioni fibrose degli ossicini uditivi","Po??czenia w??kniste kosteczek s?uchowych","?????? ??? ???? ?? ????????? ??? ??????","Faserige gelenke der geh?rkn?chelchen","??itme organlar?n?n lifli eklemleri","??????? ????????? ?? ??????? ????","????????"
"","","","","1637","Tympanostapedial syndesmosis","","Syndesmosis tympanostapedialis","%Syndesmosis tympanostapedia","Syndesmose tympano-stap?dienne","","Sindesmosis timpanostapedial","","Sindesmose timpanostapedial","","Sindesmosi timpanostapedia","Wi?zozrost b?benkowo-strzemi?czkowy","?????? ?? ???? ???? ??????-?????","Tympanostapediale syndesmose","Timpanostapedial sindesmoz","?????????????????? ???????????","??????"
"","","","7314;Ligaments of auditory ossicles","1638","Ligaments of auditory ossicles","","Ligamenta ossiculorum auditus","%Ligamenta ossiculorum auditorium%Ligamenta ossiculorum auditivorum","Ligaments des osselets de l'ou?e","","Ligamentos de los os?culos ac?sticos","","Ligamentos de oss?culos auditivos","","Legamenti degli ossicini uditivi","Wi?zad?a kosteczek s?uchowych","?????? ???????????? ??? ??????","B?nder der geh?rkn?chelchen","??itsel kemik?iklerin ba?lar?","??????? ????????? ?? ???????????","?????"
