
"English;Latin;Français;Español;Portugues;Italiano;TA2ID"
"Second metacarpal bone;Os secundum metacarpi;Deuxième métacarpien;Segundo hueso metacarpiano;Osso segundo metacarpo;Secondo osso metacarpale;1265*2"
"Third metacarpal bone;Os tertium metacarpi;Troisième métacarpien;Tercer hueso metacarpiano;Osso terceiro metacarpo;Terzo osso metacarpale;1269"
"Fourth metacarpal bone;Os quartum metacarpi;Quatrième métacrapien;Cuarto hueso metacarpiano;Osso quarto metacarpo;Quarto osso metacarpale;1265*4"
"Fifth metacarpal bone;Os quintum metacarpi;Cinquième métacarpien;Quinto hueso metacarpiano;Osso quinto metacarpo;Quinto osso metacarpale;1265*5"
"Styloid process of third metacarpal bone;Processus styloideus ossis tertii metacarpi;Processus styloïde du troisième métacarpien;Proceso estiloides del tercer hueso metacarpiano;Processo estilóide do terceiro osso metacarpo;Processo stiloideo del terzo osso metacarpale;1270"
"Phalanges of hand;Phalanges manus;Phalanges de la main;Falanges de la mano;Falanges da mão;Falangi della mano;1271"
"Phalanx of hand;Phalanx manus;Phalange de la main;Falange de la mano;Falange da mão;Falange della mano;1272"
"Base of phalanx of hand;Basis phalangis manus;Base de la phalange de la main;Base de la falange de la mano;Base da falange da mão;Base della falange della mano;1273"
"Body of phalanx of hand;Corpus phalangis manus;Corps de la phalange de la main;Cuerpo de la falange de la mano;Corpo da falange da mão;Corpo della falange della mano;1274"
"Head of phalanx of hand;Caput phalangis manus;Tête de la phalange de la main;Cabeza de la falange de la mano;Cabeça de falange da mão;Testa della falange della mano;1275"
"Trochlea of phalanx of hand;Trochlea phalangis manus;Trochlée de la phalange de la main;Trochlea de la falange de la mano;Tróclea de falange da mão;Troclea della falange della mano;1276"
"Proximal phalanx of hand;Phalanx proximalis manus;Phalange proximale de la main;Falange proximal de la mano;Falange proximal da mão;Falange prossimale della mano;1277"
"Proximal phalanx of first finger of hand;Phalanx proximalis primum digitorum manus;Phalange proximale du premier doigt de la main;Falange proximal del primer dedo de la mano;Falange proximal do primeiro dedo da mão;Falange prossimale del primo dito della mano;1277*1"
"Proximal phalanx of second finger of hand;Phalanx proximalis secundum digitorum manus;Phalange proximale du deuxième doigt de la main;Falange proximal del segundo dedo de la mano;Falange proximal do segundo dedo da mão;Falange prossimale del secondo dito della mano;1277*2"
"Proximal phalanx of third finger of hand;Phalanx proximalis tertium digitorum manus;Phalange proximale du troisième doigt de la main;Falange proximal del tercer dedo de la mano;Falange proximal do terceiro dedo da mão;Falange prossimale del terzo dito della mano;1277*3"
"Proximal phalanx of fourth finger of hand;Phalanx proximalis quartum digitorum manus;Phalange proximale du quatrième doigt de la main;Falange proximal del cuarto dedo de la mano;Falange proximal do quarto dedo da mão;Falange prossimale del quarto dito della mano;1277*4"
"Proximal phalanx of fifth finger of hand;Phalanx proximalis quintum digitorum manus;Phalange proximale du cinquième doigt de la main;Falange proximal del quinto dedo de la mano;Falange proximal do quinto dedo da mão;Falange prossimale del quinto dito della mano;1277*5"
"Middle phalanx of hand;Phalanx media manus;Phalange moyenne de la main;Falange media de la mano;Falange média da mão;Falange media della mano;1278"
"Middle phalanx of second finger of hand;Phalanx media scundum digitorum manus;Phalange moyenne du deuxième doigt de la main;Falange media del segundo dedo de la mano;Falange média do segundo dedo da mão;Falange media del secondo dito della mano;1278*2"
"Middle phalanx of third finger of hand;Phalanx media tertium digitorum manus;Phalange moyenne du troisième doigt de la main;Falange media del tercer dedo de la mano;Falange média do terceiro dedo da mão;Falange media del terzo dito della mano;1278*3"
"Middle phalanx of fourth finger of hand;Phalanx media quartum digitorum manus;Phalange moyenne du quatrième doigt de la main;Falange media del cuarto dedo de la mano;Falange média do quarto dedo da mão;Falange media del quarto dito della mano;1278*4"
"Middle phalanx of fifth finger of hand;Phalanx media quintum digitorum manus;Phalange moyenne du cinquième doigt de la main;Falange media del quinto dedo de la mano;Falange média do quinto dedo da mão;Falange media del quinto dito della mano;1278*5"
"Distal phalanx of hand;Phalanx distalis manus;Phalange distale de la main;Falange distal de la mano;Falange distal da mão;Falange distale della mano;1279"
"Distal phalanx of first finger of hand;Phalanx distalis primum digitorum manus;Phalange distale du premier doigt de la main;Falange distal del primer dedo de la mano;Falange distal do primeiro dedo da mão;Falange distale del primo dito della mano;1279*1"
"Distal phalanx of second finger of hand;Phalanx distalis secundum digitorum manus;Phalange distale du deuxième doigt de la main;Falange distal del segundo dedo de la mano;Falange distal do segundo dedo da mão;Falange distale del secondo dito della mano;1279*2"
"Distal phalanx of third finger of hand;Phalanx distalis tertium digitorum manus;Phalange distale du troisième doigt de la main;Falange distal del tercer dedo de la mano;Falange distal do terceiro dedo da mão;Falange distale del terzo dito della mano;1279*3"
"Distal phalanx of fourth finger of hand;Phalanx distalis quartum digitorum manus;Phalange distale du quatrième doigt de la main;Falange distal del cuarto dedo de la mano;Falange distal do quarto dedo da mão;Falange distale del quarto dito della mano;1279*4"
"Distal phalanx of fifth finger of hand;Phalanx distalis quintum digitorum manus;Phalange distale du cinquième doigt de la main;Falange distal del quinto dedo de la mano;Falange distal do quinto dedo da mão;Falange distale del quinto dito della mano;1279*5"
"Tuberosity of distal phalanx of hand;Tuberositas phalangis distalis manus;Tubérosité de la phalange distale de la main;Tuberosidad de la falange distal de la mano;Tuberosidade da falange distal da mão;Tuberosità della falange distale della mano;1280"
"Sesamoid bones of hand;Ossa sesamoidea manus;Os sésamoïdes de la main;Huesos sesamoideos de la mano;Ossos sesamóides da mão;Ossa sesamoidi della mano;1281"
"Bony pelvis;Pelvis ossea;Pelvis osseux;Pelvis ósea;Pelve óssea;Bacino osseo;1282"
"Cavity of bony pelvis;Cavitas pelvis osseae;Cavité du pelvis osseux;Cavidad de la pelvis ósea;Cavidade da pelve óssea;Cavità del bacino osseo;1283"
"Pubic arch;Arcus pubicus;Arcade pubienne;Arco púbico;Arco púbico;Arco pubico;1284"
"Subpubic angle;Angulus subpubicus;Angle subpubien;Ángulo subpúbico;Ângulo subpúbico;Angolo sottopubico;1285"
"Greater pelvis;Pelvis major;Grand bassin;Pelvis mayor;Pelve maior;Grande pelvi;1286"
"Lesser pelvis;Pelvis minor;Petit bassin;Pelvis menor;Pelve menor;Piccola pelvi;1287"
"Linea terminalis;Linea terminalis;Ligne terminale;Linea terminal;Linha terminal;Linea terminale;1288"
"Pelvic inlet;Apertura superior pelvis;Détroit supérieur;Abertura superior pélvica;Abertura superior pélvica;Apertura superiore della pelvi;1289"
"Pelvic outlet;Apertura inferior pelvis;Détroit inférieur;Abertura inferior pélvica;Abertura inferior pélvica;Apertura inferiore della pelvi;1290"
"Axis of pelvis;Axis pelvis;Axe pelvien;Eje de la pelvis;Eixo da pelve;Asse pelvico;1291"
"Transverse diameter;Diameter transversus;Diamètre transverse;Diámetro transversal;Diâmetro transversal;Diametro trasverso;1292"
"Oblique diameter;Diameter obliquus;Diamètre oblique;Diámetro oblicuo;Diâmetro oblíquo;Diametro obliquo;1293"
"Conjugate diameters;Diametri conjugati;Diamètre conjugué;Diámetro conjugado;Diâmetros do conjugado;Diametri coniugati;1294"
"Anatomical conjugate;Conjugata vera anatomica;Conjugué anatomique;Conjugado anatómico;Conjugado anatômico;Coniugata anatomica;1295"
"Obstetrical conjugate;Conjugata vera obstetrica;Conjugué vrai;Conjugado obstétrico;Conjugado obstétrico;Coniugato ostetrico;1296"
"Diagonal conjugate;Conjugata diagonalis;Conjugué diagonal;Conjugado diagonal;Conjugado diagonal;Coniugata diagonale;1297"
"Straight conjugate;Conjugata recta;Conjugué droit;Conjugado recto;Conjugado direto;Coniugata retta;1298"
"Median conjugate;Conjugata mediana;Conjugué médian;Conjugado mediano;Conjugado mediano;Coniugata mediana;1299"
"External conjugate;Conjugata externa;Conjugué externe;Conjugado externo;Conjugado externo;Coniugata esterna;1300"
"Interspinous distance;Distantia interspinalis;Distance interépineuse;Distancia interespinosa;Distância interespinhosa;Distanza interspinosa;1301"
"Intercristal distance;Distantia intercristalis;Distance intercrête;Distancia intercrestal;Distância intercristal;Distanza intercristale;1302"
"Intertrochanteric distance;Distantia intertrochanterica;Distance intertrochantérique;Distancia intertrocantérica;Distância intertrocantérica;Distanza intertrocanterica;1303"
"Pelvic inclination;Inclinatio pelvis;Inclination pelvienne;Inclinación pélvica;Inclinação pélvica;Inclinazione pelvica;1304"
"Bones of lower limb;Ossa membri inferioris;Os du membre inférieur;Huesos del miembro inferior;Ossos do membro inferior;Ossa dell'arto inferiore;1305"
"Bones of pelvic girdle;Ossa cinguli pelvici;Os de la ceinture pelvienne;Huesos del cíngulo pélvico;Ossos da cintura pélvica;Ossa del cingolo pelvico;1306"
"Hip bone;Os coxae;Os coxal;Hueso coxal;Osso do quadril;Osso dell'anca;1307"
"Acetabulum;Acetabulum;Acetabulum;Acetábulo;Acetábulo;Acetabolo;1308"
"Acetabular margin;Margo acetabuli;Bord acétabulaire;Margen acetabular;Margem acetabular;Margine dell'acetabolo;1309"
"Acetabular fossa;Fossa acetabuli;Fosse acétabulaire;Fosa acetabular;Fossa acetabular;Fossa dell'acetabolo;1310"
"Acetabular notch;Incisura acetabuli;Incisure acétabulaire;Incisura acetabular;Incisura acetabular;Incisura dell'acetabolo;1311"
"Lunate surface;Facies lunata;Surface semilunaire;Cara semilunar;Superfície semilunar;Faccia semilunare;1312"
"Ischiopubic ramus;Ramus ischiopubicus;Branche ischiopubienne;Ramo isquiopúbico;Ramo isquiopúbico;Ramo ischiopubico;1313"
"Obturator foramen;Foramen obturatum;Foramen obturé;Foramen obturador;Forame obturado;Forame otturatorio;1314"
"Greater sciatic notch;Incisura ischiadica major;Grande échancrure sciatique;Incisura isquiática mayor;Maior incisura ciática;Grande incisura ischiatica;1315"
"Greater sciatic foramen;Foramen ischiadicum majus;Grand foramen sciatique;Foramen isquiático mayor;Forame isquiático maior;Grande forame ischiatico;1316"
"Ilium;Os ilium;Ilium;Hueso Ilion;Ílio;Ilio;1317"
"Body of ilium;Corpus ossis ilium;Corps de l'ilium;Cuerpo del hueso ilion;Corpo do ílio;Corpo dell'ileo;1318"
"Supra-acetabular groove;Sulcus supraacetabularis;Sillon supra-actéabulaire;Surco supra-acetabular;Sulco supraacetabular;Solco sopra-acetabolare;1319"
"Arcuate line of ilium;Linea arcuata ossis ilium;Ligne arquée de l'ilium;Línea arqueada del hueso ilion;Linha arqueada de ílio;Linea arcuata dell'ileo;1320"
"Ala of ilium;Ala ossis ilium;Aile de l'ilium;Ala del hueso ilion;Asa de ílio;Ala iliaca;1321"
"Iliac crest;Crista iliaca;Crête iliaque;Cresta ilíaca;Crista ilíaca;Cresta iliaca;1322"
"Outer lip of iliac crest;Labium externum cristae iliacae;Lèvre externe de la crête iliaque;Labio externo de la cresta ilíaca;Lábio externo da crista ilíaca;Labbro esterno della cresta iliaca;1323"
"Iliac tubercle;Tuberculum iliacum;Tubercule iliaque;Tubérculo ilíaco;Tubérculo ilíaco;Tubercolo iliaco;1324"
"Intermediate zone;Linea intermedia;Ligne intermédiaire;Línea intermedia;Linha intermediária;Linea intermedia;1325"
"Inner lip of iliac crest;Labium internum cristae iliacae;Lèvre interne de la crête iliaque;Labio interno de la cresta ilíaca;Lábio interno da crista ilíaca;Labbro interno della cresta iliaca;1326"
"Anterior superior iliac spine;Spina iliaca anterior superior;Epine ilique antérosupérieure;Espina iliaca anterosuperior;Espinha ilíaca anterio-superior;Spina iliaca antero-superiore;1327"
"Anterior inferior iliac spine;Spina iliaca anterior inferior;Epine ilique antéro-inférieure;Espina iliaca antero-inferior;Espinha ilíaca anterio-inferior;Spina iliaca antero-inferiore;1328"
"Posterior superior iliac spine;Spina iliaca posterior superior;Epine iliaque postérosupérieure;Espina iliaca posterosuperior;Espinha ilíaca postero-superior;Spina iliaca postero-superiore;1329"
"Posterior inferior iliac spine;Spina iliaca posterior inferior;Epine iliaque postéro-inférieure;Espina iliaca postero-inferior;Espinha ilíaca postero-inferior;Spina iliaca postero-inferiore;1330"
"Iliac fossa;Fossa iliaca;Fosse iliaque;Fosa ilíaca;Fossa ilíaca;Fossa iliaca;1331"
"Gluteal surface of ilium;Facies glutea ossis ilium;Surface glutéale de l'ilium;Cara glútea del hueso ilion;Superfície glútea do ílio;Faccia glutea dell'ileo;1332"
"Anterior gluteal line;Linea glutea anterior;Ligne glutéale antérieure;Línea glútea anterior;Linha glútea anterior;Linea glutea anteriore;1333"
"Posterior gluteal line;Linea glutea posterior;Ligne glutéale postérieure;Línea glútea posterior;Linha glútea posterior;Linea glutea posteriore;1334"
"Inferior gluteal line;Linea glutea inferior;Ligne glutéale inférieure;Línea glútea inferior;Linha glútea inferior;Linea glutea inferiore;1335"
"Sacropelvic surface of ilium;Facies sacropelvica ossis ilium;Face sacropelvienne de l'ilum;Cara sacropélvica del hueso ilion;Superfície sacropélvica do ílio;Faccia sacropelvica dell'ileo;1336"
"Auricular surface of ilium;Facies auricularis ossis ilium;Surface auriculaire de l'ilium;Cara auricular del ilion;Superfície auricular do ílio;Faccia auricolare dell'ileo;1337"
"Iliac tuberosity;Tuberositas iliaca;Tubérosité iliaque;Tuberosidad ilíaca;Tuberosidade ilíaca;Tuberosità iliaca;1338"
"Ischium;Os ischii;Ischium;Hueso Isquion;Ísquio;Ischio;1339"
"Body of ischium;Corpus ossis ischii;Corps de l'ischium;Cuerpo del hueso isquion;Corpo de ísquio;Corpo dell'ischio;1340"
"Ramus of ischium;Ramus ossis ischii;Branche de l'ischium;Ramo del hueso isquion;Ramo de ísquio;Ramo dell'ischio;1341"
"Ischial tuberosity;Tuber ischiadicum;Tubérosité ischiatique;Tuberosidad isquiática;Tuberosidade isquiática;Tuberosità ischiatica;1342"
"Ischial spine;Spina ischiadica;Epine ischiatique;Espina isquiática;Espinha isquiática;Spina ischiatica;1343"
"Lesser sciatic notch;Incisura ischiadica minor;Petite échancrure sciatique;Incisura isquiática menor;Incisura ciática menor;Piccola incisura ischiatica;1344"
"Lesser sciatic foramen;Foramen ischiadicum minus;Petit foramen sciatique;Foramen isquiático menor;Forame isquiático menor;Piccolo forame ischiatico;1345"
"Pubis;Os pubis;Pubis;Hueso Pubis;Púbis;Pube;1346"
"Body of pubis;Corpus ossis pubis;Corps du pubis;Cuerpo del hueso pubis;Corpo do púbis;Corpo del pube;1347"
"Pubic tubercle;Tuberculum pubicum;Tubercule pubien;Tubérculo púbico;Tubérculo púbico;Tubercolo pubico;1348"
"Symphysial surface of pubis;Facies symphysialis ossis pubis;Surface symphysaire du pubis;Cara sinfisaria del hueso pubis;Superfície sinfisária do púbis;Faccia sinfisaria del pube;1349"
"Pubic crest;Crista pubica;Crête pubienne;Cresta púbica;Crista púbica;Cresta pubica;1350"
"Superior pubic ramus;Ramus superior ossis pubis;Branche supérieure du pubis;Ramo superior del hueso pubis;Ramo púbico superior;Ramo superiore del pube;1351"
"Iliopubic eminence;Eminentia iliopubica;Eminence iliopubienne;Eminencia iliopúbica;Eminência iliopúbica;Eminenza ileopubica;1352"
"Pecten pubis;Pecten ossis pubis;Pecten du pubis;Pecten del hueso pubis;Pecten pubis;Cresta pettinea;1353"
"Obturator crest;Crista obturatoria;Crête obturatrice;Cresta obturadora;Crista obturadora;Cresta otturatoria;1354"
